cwe,cve_id,aliases,dependency,project,fix_available,affected_versions,epss_score,base_cvss,cvss_version,remediation,remediation_action
770,CVE-2025-58754,"GHSA-4hjh-wcwx-xvwj,CVE-2025-58754",npm://axios@1.8.4,698626a133f1ecc1eb7de8cf,1.12.0,1.8.4,0.00102,7.5,3,"Update ts-lib-nucleus@6.7.0 (tetrascience.gh-tetrascience) to use axios version 1.12.0 (current: 1.8.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
78,CVE-2025-64756,"GHSA-5j98-mcp5-4vw2,CVE-2025-64756",npm://glob@11.0.2,698626a133f1ecc1eb7de8cf,11.1.0,11.0.2,0.00038,7.5,3,"Update ts-lib-artifact-builder@8.12.1 (tetrascience.gh-tetrascience) to use glob version 11.1.0 (current: 11.0.2, latest: 13.0.6).",FINDING_REMEDIATION_UPGRADE
248,CVE-2023-2251,"GHSA-f9xv-q969-pqx4,CVE-2023-2251",npm://yaml@2.0.0-1,698626a133f1ecc1eb7de8cf,2.2.2,2.0.0-1,0.00481,7.5,3,"No newer versions of swagger-jsdoc (current: 6.2.8, latest: 7.0.0-rc.6) require yaml 2.2.2 or higher. Consider other options to upgrade yaml to 2.2.2 (current: 2.0.0-1, latest: 15.8.0-beta.5).",FINDING_REMEDIATION_UPGRADE
754,CVE-2026-25639,"GHSA-43fc-jf86-j433,CVE-2026-25639",npm://axios@1.8.4,698626a133f1ecc1eb7de8cf,1.13.5,1.8.4,0.00033,7.5,3,"Update ts-lib-nucleus@6.7.0 (tetrascience.gh-tetrascience) to use axios version 1.13.5 (current: 1.8.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
330,CVE-2025-7783,"GHSA-fjxv-7rqg-78g4,CVE-2025-7783",npm://form-data@4.0.2,698626a133f1ecc1eb7de8cf,4.0.4,4.0.2,0.00177,7.4,3,"Upgrade form-data to version 4.0.4 (current: 4.0.2, latest: 4.0.5).",FINDING_REMEDIATION_UPGRADE
754,CVE-2026-25639,"GHSA-43fc-jf86-j433,CVE-2026-25639",npm://axios@1.12.2,698626a133f1ecc1eb7de8cf,1.13.5,1.12.2,0.00033,7.5,3,"Update ts-lib-authorization@4.1.17 (tetrascience.gh-tetrascience) to use axios version 1.13.5 (current: 1.12.2, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
770,CVE-2025-58754,"GHSA-4hjh-wcwx-xvwj,CVE-2025-58754",npm://axios@1.8.4,698626a133f1ecc1eb7de8cf,1.12.0,1.8.4,0.00102,7.5,3,"Update ts-lib-nucleus@6.7.0 (tetrascience.gh-tetrascience) to use axios version 1.12.0 (current: 1.8.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
400,CVE-2025-69873,"GHSA-2g4f-4pwh-qvx6,CVE-2025-69873",npm://ajv@8.17.1,698626a133f1ecc1eb7de8cf,8.18.0,8.17.1,0.00055,7.5,3,"Upgrade ajv to version 8.18.0 (current: 8.17.1, latest: 8.18.0).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
248,CVE-2023-2251,"GHSA-f9xv-q969-pqx4,CVE-2023-2251",npm://yaml@2.0.0-1,698626a133f1ecc1eb7de8cf,2.2.2,2.0.0-1,0.00481,7.5,3,"No newer versions of swagger-jsdoc (current: 6.2.8, latest: 7.0.0-rc.6) require yaml 2.2.2 or higher. Consider other options to upgrade yaml to 2.2.2 (current: 2.0.0-1, latest: 15.8.0-beta.5).",FINDING_REMEDIATION_UPGRADE
770,CVE-2025-58754,"GHSA-4hjh-wcwx-xvwj,CVE-2025-58754",npm://axios@1.11.0,698626a133f1ecc1eb7de8cf,1.12.0,1.11.0,0.00102,7.5,3,"Update ts-lib-hapi-middleware@1.0.0 (tetrascience.gh-tetrascience) to use axios version 1.12.0 (current: 1.11.0, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
754,CVE-2026-25639,"GHSA-43fc-jf86-j433,CVE-2026-25639",npm://axios@1.11.0,698626a133f1ecc1eb7de8cf,1.13.5,1.11.0,0.00033,7.5,3,"Update ts-lib-hapi-middleware@1.0.0 (tetrascience.gh-tetrascience) to use axios version 1.13.5 (current: 1.11.0, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
754,CVE-2026-25639,"GHSA-43fc-jf86-j433,CVE-2026-25639",npm://axios@1.11.0,698626a133f1ecc1eb7de8cf,1.13.5,1.11.0,0.00033,7.5,3,"Update ts-lib-hapi-middleware@1.0.0 (tetrascience.gh-tetrascience) to use axios version 1.13.5 (current: 1.11.0, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
770,CVE-2025-58754,"GHSA-4hjh-wcwx-xvwj,CVE-2025-58754",npm://axios@1.11.0,698626a133f1ecc1eb7de8cf,1.12.0,1.11.0,0.00102,7.5,3,"Update ts-lib-hapi-middleware@1.0.0 (tetrascience.gh-tetrascience) to use axios version 1.12.0 (current: 1.11.0, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
1333,CVE-2026-27904,"GHSA-23c5-xmqv-rm74,CVE-2026-27904",npm://minimatch@3.1.2,698626a133f1ecc1eb7de8cf,3.1.4,3.1.2,0.00052,7.5,3,"Upgrade minimatch to version 3.1.4 (current: 3.1.2, latest: 10.2.4).",FINDING_REMEDIATION_UPGRADE
400,CVE-2026-25547,"GHSA-7h2j-956f-4vf2,CVE-2026-25547",npm://brace-expansion@1.1.11,698626a133f1ecc1eb7de8cf,,1.1.11,0.00019,7.5,3,No patch upgrades available to fix the issue. Check the security advisory for alternative controls or actions.,FINDING_REMEDIATION_REVIEW
400,CVE-2025-69873,"GHSA-2g4f-4pwh-qvx6,CVE-2025-69873",npm://ajv@8.17.1,698626a133f1ecc1eb7de8cf,8.18.0,8.17.1,0.00055,7.5,3,"Upgrade ajv to version 8.18.0 (current: 8.17.1, latest: 8.18.0).",FINDING_REMEDIATION_UPGRADE
248,CVE-2023-2251,"GHSA-f9xv-q969-pqx4,CVE-2023-2251",npm://yaml@2.0.0-1,698626a133f1ecc1eb7de8cf,2.2.2,2.0.0-1,0.00481,7.5,3,"No newer versions of swagger-jsdoc (current: 6.2.8, latest: 7.0.0-rc.6) require yaml 2.2.2 or higher. Consider other options to upgrade yaml to 2.2.2 (current: 2.0.0-1, latest: 15.8.0-beta.5).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
407,CVE-2026-27903,"GHSA-7r86-cg39-jmmj,CVE-2026-27903",npm://minimatch@3.1.2,698626a133f1ecc1eb7de8cf,3.1.3,3.1.2,0.00054,7.5,3,"Upgrade minimatch to version 3.1.3 (current: 3.1.2, latest: 10.2.4).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
754,CVE-2026-25639,"GHSA-43fc-jf86-j433,CVE-2026-25639",npm://axios@1.8.4,698626a133f1ecc1eb7de8cf,1.13.5,1.8.4,0.00033,7.5,3,"Update ts-lib-nucleus@6.7.0 (tetrascience.gh-tetrascience) to use axios version 1.13.5 (current: 1.8.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
330,CVE-2025-7783,"GHSA-fjxv-7rqg-78g4,CVE-2025-7783",npm://form-data@4.0.2,698626a133f1ecc1eb7de8cf,4.0.4,4.0.2,0.00177,7.4,3,"Upgrade form-data to version 4.0.4 (current: 4.0.2, latest: 4.0.5).",FINDING_REMEDIATION_UPGRADE
754,CVE-2026-25639,"GHSA-43fc-jf86-j433,CVE-2026-25639",npm://axios@0.21.4,698626a133f1ecc1eb7de8cf,1.13.5,0.21.4,0.00033,7.5,3,"No newer versions of jest-openapi (current: 0.14.2, latest: 0.14.2) require axios 1.13.5 or higher. Consider other options to upgrade axios to 1.13.5 (current: 0.21.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
770,CVE-2025-58754,"GHSA-4hjh-wcwx-xvwj,CVE-2025-58754",npm://axios@1.8.4,698626a133f1ecc1eb7de8cf,1.12.0,1.8.4,0.00102,7.5,3,"Update ts-lib-nucleus@6.7.0 (tetrascience.gh-tetrascience) to use axios version 1.12.0 (current: 1.8.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
248,CVE-2023-2251,"GHSA-f9xv-q969-pqx4,CVE-2023-2251",npm://yaml@2.0.0-1,698626a133f1ecc1eb7de8cf,2.2.2,2.0.0-1,0.00481,7.5,3,"No newer versions of swagger-jsdoc (current: 6.2.8, latest: 7.0.0-rc.6) require yaml 2.2.2 or higher. Consider other options to upgrade yaml to 2.2.2 (current: 2.0.0-1, latest: 15.8.0-beta.5).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
400,CVE-2025-69873,"GHSA-2g4f-4pwh-qvx6,CVE-2025-69873",npm://ajv@8.17.1,698626a133f1ecc1eb7de8cf,8.18.0,8.17.1,0.00055,7.5,3,"Upgrade ajv to version 8.18.0 (current: 8.17.1, latest: 8.18.0).",FINDING_REMEDIATION_UPGRADE
248,CVE-2023-2251,"GHSA-f9xv-q969-pqx4,CVE-2023-2251",npm://yaml@2.0.0-1,698626a133f1ecc1eb7de8cf,2.2.2,2.0.0-1,0.00481,7.5,3,"No newer versions of swagger-jsdoc (current: 6.2.8, latest: 7.0.0-rc.6) require yaml 2.2.2 or higher. Consider other options to upgrade yaml to 2.2.2 (current: 2.0.0-1, latest: 15.8.0-beta.5).",FINDING_REMEDIATION_UPGRADE
400,CVE-2026-25547,"GHSA-7h2j-956f-4vf2,CVE-2026-25547",npm://brace-expansion@2.0.1,698626a133f1ecc1eb7de8cf,,2.0.1,0.00019,7.5,3,No patch upgrades available to fix the issue. Check the security advisory for alternative controls or actions.,FINDING_REMEDIATION_REVIEW
407,CVE-2026-27903,"GHSA-7r86-cg39-jmmj,CVE-2026-27903",npm://minimatch@5.1.6,698626a133f1ecc1eb7de8cf,5.1.8,5.1.6,0.00054,7.5,3,"Upgrade minimatch to version 5.1.8 (current: 5.1.6, latest: 10.2.4).",FINDING_REMEDIATION_UPGRADE
1333,CVE-2026-27904,"GHSA-23c5-xmqv-rm74,CVE-2026-27904",npm://minimatch@5.1.6,698626a133f1ecc1eb7de8cf,5.1.8,5.1.6,0.00052,7.5,3,"Upgrade minimatch to version 5.1.8 (current: 5.1.6, latest: 10.2.4).",FINDING_REMEDIATION_UPGRADE
248,CVE-2023-2251,"GHSA-f9xv-q969-pqx4,CVE-2023-2251",npm://yaml@2.0.0-1,698626a133f1ecc1eb7de8cf,2.2.2,2.0.0-1,0.00481,7.5,3,"No newer versions of swagger-jsdoc (current: 6.2.8, latest: 7.0.0-rc.6) require yaml 2.2.2 or higher. Consider other options to upgrade yaml to 2.2.2 (current: 2.0.0-1, latest: 15.8.0-beta.5).",FINDING_REMEDIATION_UPGRADE
78,CVE-2025-64756,"GHSA-5j98-mcp5-4vw2,CVE-2025-64756",npm://glob@11.0.2,698626a133f1ecc1eb7de8cf,11.1.0,11.0.2,0.00038,7.5,3,"Update ts-lib-artifact-builder@8.12.1 (tetrascience.gh-tetrascience) to use glob version 11.1.0 (current: 11.0.2, latest: 13.0.6).",FINDING_REMEDIATION_UPGRADE
78,CVE-2025-64756,"GHSA-5j98-mcp5-4vw2,CVE-2025-64756",npm://glob@10.4.5,698626a133f1ecc1eb7de8cf,10.5.0,10.4.5,0.00038,7.5,3,"Upgrade glob to version 10.5.0 (current: 10.4.5, latest: 13.0.6).",FINDING_REMEDIATION_UPGRADE
754,CVE-2026-25639,"GHSA-43fc-jf86-j433,CVE-2026-25639",npm://axios@1.8.4,698626a133f1ecc1eb7de8cf,1.13.5,1.8.4,0.00033,7.5,3,"Upgrade axios to version 1.13.5 (current: 1.8.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
770,CVE-2025-58754,"GHSA-4hjh-wcwx-xvwj,CVE-2025-58754",npm://axios@1.8.4,698626a133f1ecc1eb7de8cf,1.12.0,1.8.4,0.00102,7.5,3,"Upgrade axios to version 1.12.0 (current: 1.8.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
400,CVE-2025-69873,"GHSA-2g4f-4pwh-qvx6,CVE-2025-69873",npm://ajv@8.17.1,698626a133f1ecc1eb7de8cf,8.18.0,8.17.1,0.00055,7.5,3,"Upgrade ajv to version 8.18.0 (current: 8.17.1, latest: 8.18.0).",FINDING_REMEDIATION_UPGRADE
1333,CVE-2026-27904,"GHSA-23c5-xmqv-rm74,CVE-2026-27904",npm://minimatch@3.1.2,698626a133f1ecc1eb7de8cf,3.1.4,3.1.2,0.00052,7.5,3,"Upgrade minimatch to version 3.1.4 (current: 3.1.2, latest: 10.2.4).",FINDING_REMEDIATION_UPGRADE
400,CVE-2026-25547,"GHSA-7h2j-956f-4vf2,CVE-2026-25547",npm://brace-expansion@1.1.11,698626a133f1ecc1eb7de8cf,,1.1.11,0.00019,7.5,3,No patch upgrades available to fix the issue. Check the security advisory for alternative controls or actions.,FINDING_REMEDIATION_REVIEW
248,CVE-2023-2251,"GHSA-f9xv-q969-pqx4,CVE-2023-2251",npm://yaml@2.0.0-1,698626a133f1ecc1eb7de8cf,2.2.2,2.0.0-1,0.00481,7.5,3,"No newer versions of swagger-jsdoc (current: 6.2.8, latest: 7.0.0-rc.6) require yaml 2.2.2 or higher. Consider other options to upgrade yaml to 2.2.2 (current: 2.0.0-1, latest: 15.8.0-beta.5).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
407,CVE-2026-27903,"GHSA-7r86-cg39-jmmj,CVE-2026-27903",npm://minimatch@3.1.2,698626a133f1ecc1eb7de8cf,3.1.3,3.1.2,0.00054,7.5,3,"Upgrade minimatch to version 3.1.3 (current: 3.1.2, latest: 10.2.4).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
248,CVE-2023-2251,"GHSA-f9xv-q969-pqx4,CVE-2023-2251",npm://yaml@2.0.0-1,698626a133f1ecc1eb7de8cf,2.2.2,2.0.0-1,0.00481,7.5,3,"No newer versions of swagger-jsdoc (current: 6.2.8, latest: 7.0.0-rc.6) require yaml 2.2.2 or higher. Consider other options to upgrade yaml to 2.2.2 (current: 2.0.0-1, latest: 15.8.0-beta.5).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
248,CVE-2023-2251,"GHSA-f9xv-q969-pqx4,CVE-2023-2251",npm://yaml@2.0.0-1,698626a133f1ecc1eb7de8cf,2.2.2,2.0.0-1,0.00481,7.5,3,"No newer versions of swagger-jsdoc (current: 6.2.8, latest: 7.0.0-rc.6) require yaml 2.2.2 or higher. Consider other options to upgrade yaml to 2.2.2 (current: 2.0.0-1, latest: 15.8.0-beta.5).",FINDING_REMEDIATION_UPGRADE
400,CVE-2025-69873,"GHSA-2g4f-4pwh-qvx6,CVE-2025-69873",npm://ajv@8.17.1,698626a133f1ecc1eb7de8cf,8.18.0,8.17.1,0.00055,7.5,3,"Upgrade ajv to version 8.18.0 (current: 8.17.1, latest: 8.18.0).",FINDING_REMEDIATION_UPGRADE
347,CVE-2025-65945,"GHSA-869p-cjfg-cm3x,CVE-2025-65945",npm://jws@3.2.2,698626a133f1ecc1eb7de8cf,3.2.3,3.2.2,0.0001,7.5,3,"Check if you can use a newer version of jsonwebtoken (current: 9.0.2, latest: 9.0.3) that requires jws 3.2.3 or higher (current: 3.2.2, latest: 4.0.1). See for example jsonwebtoken@5.0.0 (jws@3.2.3), jsonwebtoken@5.0.1 (jws@3.2.3), jsonwebtoken@5.0.2 (jws@3.2.3), or latest version jsonwebtoken@9.0.3 (jws@4.0.1).",FINDING_REMEDIATION_UPGRADE
248,CVE-2023-2251,"GHSA-f9xv-q969-pqx4,CVE-2023-2251",npm://yaml@2.0.0-1,698626a133f1ecc1eb7de8cf,2.2.2,2.0.0-1,0.00481,7.5,3,"No newer versions of swagger-jsdoc (current: 6.2.8, latest: 7.0.0-rc.6) require yaml 2.2.2 or higher. Consider other options to upgrade yaml to 2.2.2 (current: 2.0.0-1, latest: 15.8.0-beta.5).",FINDING_REMEDIATION_UPGRADE
400,CVE-2025-69873,"GHSA-2g4f-4pwh-qvx6,CVE-2025-69873",npm://ajv@8.17.1,698626a133f1ecc1eb7de8cf,8.18.0,8.17.1,0.00055,7.5,3,"Upgrade ajv to version 8.18.0 (current: 8.17.1, latest: 8.18.0).",FINDING_REMEDIATION_UPGRADE
770,CVE-2025-66418,"GHSA-gm62-xv2j-4w53,CVE-2025-66418",pypi://urllib3@1.26.18,698626a0abae91318e672350,2.6.0,1.26.18,0.00029,7.5,3,"Upgrade urllib3 to version 2.6.0 (current: 1.26.18, latest: 2.6.3).",FINDING_REMEDIATION_UPGRADE
409,CVE-2026-21441,"GHSA-38jv-5279-wg99,CVE-2026-21441",pypi://urllib3@1.26.18,698626a0abae91318e672350,2.6.3,1.26.18,0.00026,7.5,3,"Upgrade urllib3 to version 2.6.3 (current: 1.26.18, latest: 2.6.3).",FINDING_REMEDIATION_UPGRADE
409,CVE-2025-66471,"GHSA-2xpw-w6gg-jr37,CVE-2025-66471",pypi://urllib3@1.26.18,698626a0abae91318e672350,2.6.0,1.26.18,0.00027,7.5,3,"Upgrade urllib3 to version 2.6.0 (current: 1.26.18, latest: 2.6.3).",FINDING_REMEDIATION_UPGRADE
78,CVE-2025-64756,"GHSA-5j98-mcp5-4vw2,CVE-2025-64756",npm://glob@10.4.5,698626a133f1ecc1eb7de8a9,10.5.0,10.4.5,0.00038,7.5,3,"Upgrade glob to version 10.5.0 (current: 10.4.5, latest: 13.0.6).",FINDING_REMEDIATION_UPGRADE
1333,CVE-2026-27904,"GHSA-23c5-xmqv-rm74,CVE-2026-27904",npm://minimatch@5.1.6,698626a133f1ecc1eb7de8a9,5.1.8,5.1.6,0.00052,7.5,3,"Upgrade minimatch to version 5.1.8 (current: 5.1.6, latest: 10.2.4).",FINDING_REMEDIATION_UPGRADE
22,CVE-2026-29786,"GHSA-qffp-2rhf-9h96,CVE-2026-29786",npm://tar@7.4.3,698626a133f1ecc1eb7de8a9,7.5.10,7.4.3,0.00019,7.1,3,"Upgrade tar to version 7.5.10 (current: 7.4.3, latest: 7.5.11).",FINDING_REMEDIATION_UPGRADE
22,CVE-2026-26960,"GHSA-83g3-92jg-28cx,CVE-2026-26960",npm://tar@7.4.3,698626a133f1ecc1eb7de8a9,7.5.8,7.4.3,0.00012,7.1,3,"Upgrade tar to version 7.5.8 (current: 7.4.3, latest: 7.5.11).",FINDING_REMEDIATION_UPGRADE
330,CVE-2025-7783,"GHSA-fjxv-7rqg-78g4,CVE-2025-7783",npm://form-data@4.0.2,698626a133f1ecc1eb7de8a9,4.0.4,4.0.2,0.00177,7.4,3,"Check if you can use a newer version of axios (current: 1.8.4, latest: 1.13.6) that requires form-data 4.0.4 or higher (current: 4.0.2, latest: 4.0.5). See for example axios@0.19.0-beta.1 (form-data@4.0.4), axios@0.20.0-0 (form-data@4.0.4), axios@0.20.0 (form-data@4.0.4), or latest version axios@1.13.1 (form-data@4.0.5).",FINDING_REMEDIATION_UPGRADE
78,CVE-2025-64756,"GHSA-5j98-mcp5-4vw2,CVE-2025-64756",npm://glob@11.0.2,698626a133f1ecc1eb7de8a9,11.1.0,11.0.2,0.00038,7.5,3,"Update ts-lib-artifact-builder@8.12.1 to use glob version 11.1.0 (current: 11.0.2, latest: 13.0.6).",FINDING_REMEDIATION_UPGRADE
754,CVE-2026-25639,"GHSA-43fc-jf86-j433,CVE-2026-25639",npm://axios@1.8.4,698626a133f1ecc1eb7de8a9,1.13.5,1.8.4,0.00033,7.5,3,"Update ts-lib-artifact-builder@8.12.1 to use axios version 1.13.5 (current: 1.8.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
400,CVE-2025-69873,"GHSA-2g4f-4pwh-qvx6,CVE-2025-69873",npm://ajv@8.17.1,698626a133f1ecc1eb7de8a9,8.18.0,8.17.1,0.00055,7.5,3,"Upgrade ajv to version 8.18.0 (current: 8.17.1, latest: 8.18.0).",FINDING_REMEDIATION_UPGRADE
770,CVE-2025-58754,"GHSA-4hjh-wcwx-xvwj,CVE-2025-58754",npm://axios@1.8.4,698626a133f1ecc1eb7de8a9,1.12.0,1.8.4,0.00102,7.5,3,"Update ts-lib-artifact-builder@8.12.1 to use axios version 1.12.0 (current: 1.8.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
22,CVE-2026-24842,"GHSA-34x7-hfp2-rc4v,CVE-2026-24842",npm://tar@7.4.3,698626a133f1ecc1eb7de8a9,7.5.7,7.4.3,0.00018,8.2,3,"Upgrade tar to version 7.5.7 (current: 7.4.3, latest: 7.5.11).",FINDING_REMEDIATION_UPGRADE
407,CVE-2026-27903,"GHSA-7r86-cg39-jmmj,CVE-2026-27903",npm://minimatch@5.1.6,698626a133f1ecc1eb7de8a9,5.1.8,5.1.6,0.00054,7.5,3,"Upgrade minimatch to version 5.1.8 (current: 5.1.6, latest: 10.2.4).",FINDING_REMEDIATION_UPGRADE
754,CVE-2026-25639,"GHSA-43fc-jf86-j433,CVE-2026-25639",npm://axios@1.12.2,698626a1fdf872c00cdc88f7,1.13.5,1.12.2,0.00033,7.5,3,"Upgrade axios to version 1.13.5 (current: 1.12.2, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
754,CVE-2026-25639,"GHSA-43fc-jf86-j433,CVE-2026-25639",npm://axios@1.8.4,698626a1fdf872c00cdc88f7,1.13.5,1.8.4,0.00033,7.5,3,"Upgrade axios to version 1.13.5 (current: 1.8.4, latest: 1.13.6).",FINDING_REMEDIATION_UPGRADE
